diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
I80-I89,Diseases of veins & lymphatic system nec.,197079,180642,40345,128322,2.959995555,54.48475534,2015,92570,44011,95.1409744,191.5680171,FALSE
I95-I99,Other & unspecified disorders of the circulatory system,46238,27569,22841,2316,5.579138613,75.0446235,2015,31408,2880,-12.22300051,-19.58333333,FALSE
J00-J06,Acute upper respiratory infections,162887,155594,123374,30184,0.793743169,12.78881741,2015,161783,26977,-3.825494644,11.88790451,FALSE
J09-J18,Influenza & pneumonia,513906,248916,240535,2632,9.564131088,71.74484352,2015,290880,3167,-14.42656766,-16.89295864,FALSE
J20-J22,Other acute lower respiratory infections,211324,155315,149377,1718,3.594742505,45.50911302,2015,180764,2259,-14.07857759,-23.94864985,FALSE
J30-J39,Other diseases of upper respiratory tract,112423,109289,15594,87218,1.579219288,36.39721896,2015,107638,81531,1.533844925,6.975260944,FALSE
J40-J47,Chronic lower respiratory diseases,357697,218689,196837,9702,4.594452579,61.69627235,2015,238267,13856,-8.216832377,-29.97979215,FALSE
J60-J70,Lung diseases due to external agents,52803,22136,20558,574,14.41650734,74.20176331,2015,27790,730,-20.345448,-21.36986301,FALSE
J80-J99,Other diseases of the respiratory system,122120,74611,44788,17422,7.725721764,64.24467833,2015,87306,24605,-14.54081048,-29.1932534,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",273737,270285,16749,236477,1.962960652,33.96081529,2015,261727,226140,3.269819316,4.571062174,FALSE
K20-K31,"Diseases of oesophagus, stomach & duodenum",534981,475682,63068,354069,3.960784728,58.1034854,2015,430757,306052,10.42931398,15.68916393,FALSE
K35-K38,Diseases of appendix,53263,44653,43120,1095,3.355778722,33.07726545,2015,47892,1585,-6.763133718,-30.9148265,FALSE
K40-K46,Hernia,213745,203699,23990,173416,3.046531895,57.22122852,2015,205256,169908,-0.758564914,2.06464675,FALSE
K50-K52,Noninfective enteritis & colitis,210231,185699,22839,91680,6.561254685,43.38740471,2015,256561,128206,-27.61994224,-28.49008627,FALSE
K55-K63,Other diseases of intestines,524988,461302,139671,274428,5.363186858,59.87702837,2015,646953,416865,-28.69621132,-34.16861574,FALSE
K65-K67,Diseases of peritoneum,14066,8812,5647,2693,9.916447526,56.07331816,2015,9087,3064,-3.02630131,-12.10835509,FALSE
K70-K77,Diseases of liver,76810,42062,22313,11234,10.29812441,56.1482024,2015,48952,14543,-14.07501226,-22.7532146,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",276930,206533,107096,90992,5.427504457,58.48818126,2015,213979,92559,-3.479780726,-1.692974211,FALSE
K90-K93,Other diseases of the digestive system,175780,135209,64215,64864,4.514996625,58.22729548,2015,137810,66278,-1.887381177,-2.133437943,FALSE
L00-L14  L55-L99,Other infections and disorders of the skin,360023,294922,149403,131243,5.077069792,54.92640051,2015,329913,134489,-10.60612949,-2.413580293,FALSE
L20-L30,Dermatitis and eczema,16244,14289,8157,4389,2.306696862,37.62913831,2015,13675,3628,4.489945155,20.97574421,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),14030,13295,1201,5408,6.87662001,51.1359336,2015,11725,5176,13.3901919,4.482225657,FALSE
L50-L54,Urticaria and erythems,8343,7270,5284,847,1.919499736,32.88274436,2015,10481,2209,-30.63638966,-61.65685831,FALSE
M00-M25,Arthropathies,667244,637046,67479,485784,3.761998585,59.19936078,2015,609032,456301,4.599758305,6.461305147,FALSE
M30-M36,Systemic connective tissue disorders,27387,24149,4156,8151,6.287252897,49.84040621,2015,27080,8801,-10.82348597,-7.385524372,FALSE
M40-M54,Dorsopathies,374950,348590,70376,223823,3.914974545,57.34689082,2015,320545,195899,8.749161584,14.2542841,FALSE
M60-M79,Soft tissue disorders,252678,239662,76631,149365,1.795020802,55.71615444,2015,248802,137373,-3.67360391,8.729517445,FALSE
M80-M94,Osteopathies and chondropathies,87712,74425,17527,35037,8.846910509,59.34395851,2015,88894,37621,-16.27668909,-6.868504293,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,10422,8037,3678,3457,16.26189276,68.08471713,2015,10711,3885,-24.96498926,-11.01673102,FALSE
"N00-N08, N10-N16",Diseases of the kidney,95904,69782,47955,14195,4.055780885,48.13070097,2015,85882,17592,-18.74665238,-19.3099136,FALSE
N17-N19,Renal failure,154018,90046,53893,19504,9.579402981,68.5230413,2015,95579,20216,-5.78892853,-3.521962802,FALSE
N20-N23,Urolithiasis,93419,85800,31757,41036,1.554593598,51.89561854,2015,89624,45150,-4.266714273,-9.111849391,FALSE
N25-N29,Other disorders of kidney & ureter,7294,6152,1588,3566,3.712643678,55.40312445,2015,6342,3525,-2.995900347,1.163120567,FALSE
N30-N39,Other diseases of the urinary system,424774,289482,173196,90393,7.133037161,67.63193897,2015,272213,84232,6.343929202,7.314322348,FALSE
‡ N40-N51,Diseases of male genital organs,125219,118796,33539,80954,1.852785324,48.69408525,2015,125265,81313,-5.164251786,-0.441503819,FALSE
N60-N64,Disorders of breast,18488,17832,4862,12322,1.350711514,45.12049862,2015,17983,10986,-0.839681922,12.1609321,FALSE
‡ N70-N77,Inflammatory diseases of female pelvic organs,26331,23981,12792,10543,2.317116372,37.08252193,2015,24358,9244,-1.54774612,14.05235829,FALSE
‡ N80-N98,Noninflammatory disorders of female genital tract,227351,222173,31473,181822,1.753268808,46.8049277,2015,209704,163170,5.946000076,11.43102286,FALSE
‡ O00-O08,Pregnancy with abortive outcome,131327,129497,48265,60259,0.885237584,29.4136158,2015,122159,52756,6.006925401,14.22207901,FALSE
"‡ O10-O75, O85-O92, O94-O99",Complications of labour and delivery,1130421,1092157,80130,13597,1.635702083,29.23676286,2015,1056809,13837,3.344786049,-1.734480017,FALSE
O80-O84,Delivery,49191,48632,382,170,1.050286677,29.037059,2015,31065,215,56.54917109,-20.93023256,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,456,438,2,1,0.873831776,0.066078947,2015,261,1,67.81609195,0,FALSE
P05-P96,Other conditions originating in the perinatal period,305195,256585,48048,3129,4.974901952,0.04046656,2015,250437,2470,2.454908819,26.68016194,FALSE
Q00-Q89,Congenital malformations,117999,104264,10250,62004,4.407896326,12.40283424,2015,102677,60952,1.545623655,1.725948287,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1346,1172,140,382,7.92169448,8.561680931,2015,1396,450,-16.04584527,-15.11111111,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,480115,414456,345446,56415,1.017858391,56.84463561,2015,440918,49035,-6.001569453,15.05047415,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,539770,487495,283300,185314,1.666002651,47.00122644,2015,554882,231112,-12.14438385,-19.81636609,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,39769,36658,29462,5543,0.850538439,34.80017427,2015,40073,5175,-8.521947446,7.111111111,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,145246,96543,83461,4028,7.836872531,74.79451004,2015,105466,3769,-8.460546527,6.871849297,FALSE
R30-R39,Symptoms & signs involving the urinary system,124354,113592,46214,57536,2.4780881,64.21561283,2015,107642,47671,5.527582171,20.69392293,FALSE
R40-R46,Symptoms & signs inv. Cognition perception etc.,99385,76847,71951,2996,3.238071935,64.04912231,2015,85731,3073,-10.36264595,-2.505694761,FALSE
R47-R49,Symptoms & signs inv. speech & voice,10001,8254,5751,2156,3.102349299,66.00289796,2015,8412,1772,-1.878269139,21.67042889,FALSE
R50-R68,General symptoms & signs,358743,296760,235267,44247,1.983637937,50.55792394,2015,316803,48924,-6.326644634,-9.559725288,FALSE
R70-R89,Abnormal findings of bodily fluids or samples without diag.,30896,28445,8382,15625,1.833014659,59.1807088,2015,35639,18325,-20.18575156,-14.73396999,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,42836,38134,7166,26444,2.864073502,61.70884536,2015,44497,29898,-14.29984044,-11.55261221,FALSE
R95-R99,Ill-defined & unknown causes of mortality,6,6,3,1,5.166666667,12.966,2015,,,,,FALSE
S00-S09,Injuries to the head,208183,175424,156294,14024,3.374080923,54.53204194,2015,183751,13648,-4.531676018,2.754982415,FALSE
S10-S19,Injuries to the neck,12556,9208,8207,246,13.04584682,59.1988247,2015,10158,232,-9.352234692,6.034482759,FALSE
S20-S29,Injuries to the thorax,30903,21772,20443,414,7.127796578,63.36916984,2015,28420,450,-23.39197748,-8,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",54993,38025,34682,730,8.747205961,64.12531471,2015,41319,824,-7.972119364,-11.40776699,FALSE
S40-S49,Injuries to the shoulder & upper arm,58827,47062,37068,6951,5.099986244,58.44554065,2015,48240,8096,-2.441956882,-14.14278656,FALSE
S50-S59,Injuries to the elbow & forearm,79950,71505,53486,13324,2.481769668,46.1692384,2015,72230,14930,-1.003738059,-10.75686537,FALSE
S60-S69,Injuries to the wrist & hand,94424,91193,52852,30918,0.959913169,37.67439493,2015,93794,33397,-2.773098492,-7.422822409,FALSE
S70-S79,Injuries to the hip & thigh,130431,90846,82022,1671,16.41804916,77.32714394,2015,87752,1689,3.525845565,-1.065719361,FALSE
S80-S89,Injuries to the knee & lower leg,91507,75281,62114,9471,6.34214705,53.5969236,2015,78912,11458,-4.601328062,-17.34159539,FALSE
S90-S99,Injuries to the ankle & foot,20128,17435,14155,2422,3.047194514,47.01340348,2015,18875,2883,-7.629139073,-15.99028789,FALSE
T00-T07,Injuries involving multiple body regions,4702,3780,3400,196,6.99189038,51.7683537,2015,4339,276,-12.8831528,-28.98550725,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,1637,1430,1319,52,3.635951662,54.00880564,2015,1568,47,-8.801020408,10.63829787,FALSE
T15-T19,Effects of foreign body entering through natural orifice,19429,16664,12232,3989,1.129027555,33.01875612,2015,18660,3954,-10.69667738,0.885179565,FALSE
T20-T32,Burns and corrosions,13539,12541,9162,1066,4.126636771,28.7829772,2015,12909,854,-2.850724301,24.82435597,FALSE
T33-T35,Frostbite,52,39,31,3,11.71794872,38.94230769,2015,46,4,-15.2173913,-25,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,146524,119732,119259,119,1.302373777,35.79074049,2015,116697,145,2.600752376,-17.93103448,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,9968,8733,6425,277,1.44250407,39.70661577,2015,8017,144,8.931021579,92.36111111,FALSE
T66-T78,Other and unspecified effects of external causes,17932,16028,13777,1038,1.241103141,37.05722053,2015,20005,1169,-19.88002999,-11.20615911,FALSE
T80-T88,Complications of surgical & medical care nec.,239729,195765,108558,71257,5.935517772,57.06233321,2015,217900,75238,-10.15832951,-5.291209229,FALSE
T90-T98,Sequelae of injuries of poisoning & other consequences,3,2,0,1,4,41.66666667,2015,3,0,-33.33333333,,FALSE
U00-U49,Provisional assignment of new diseases of uncertain etiology,11,7,6,0,12.55555556,41.56818182,2015,4,0,75,,FALSE
U80-U89,Bacterial agents resistant to antibiotics,2,2,1,0,18.5,71,2015,0,0,,,FALSE
Z00-Z13,Examination and investigation,292539,282015,18035,136624,1.868099185,48.45425443,2015,313949,169841,-10.17171579,-19.55770397,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,10834,10092,325,2181,1.532829151,48.09251413,2015,15234,4056,-33.75344624,-46.22781065,FALSE
Z30-Z39,Health services in circumstances related to reproduction,598968,590342,5721,20373,1.005864044,8.6764816,2015,539391,20477,9.446023386,-0.507886897,FALSE
Z40-Z54,Persons encountering health services for specific care,151219,148900,7826,92836,2.842926396,53.79972228,2015,127826,84332,16.4864738,10.0839539,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,893,713,579,17,5.222222222,26.60566592,2015,732,11,-2.595628415,54.54545455,FALSE
Z70-Z76,Persons encountering health services in other circs.,28998,22716,6041,5051,3.96510166,24.51419049,2015,22958,3447,-1.054098789,46.53321729,FALSE
Z80-Z99,Persons with potential health hazards related to family,8037,7971,196,781,11.509375,50.01098207,2015,9943,1391,-19.83304838,-43.85334292,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2015,0,0,,,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2015,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2015,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2015,0,0,,,FALSE
A00-A09,Intestinal infectious diseases,206392,159925,115322,39206,3.271400007,47.05133683,2016,159034,35016,0.560257555,11.96595842,FALSE
A15-A19,Tuberculosis,5893,3051,1598,741,18.50112024,43.61128892,2016,2225,529,37.12359551,40.07561437,FALSE
A20-A49,Certain bacterial diseases,161213,85683,80081,1703,9.607700337,66.13603074,2016,156114,2491,-45.11510819,-31.63388198,FALSE
A50-A64,Infections with predominantly sexual mode of transmission,2441,2235,525,1501,4.24137931,32.08333333,2016,2405,1411,-7.068607069,6.378454996,FALSE
A65-A79,Other infectious and parasitic disorders,667,589,227,182,3.305755396,41.46605691,2016,662,161,-11.02719033,13.04347826,FALSE
A80-A89,Viral infections of the central nervous system,6511,3937,3689,79,6.659415513,32.97354009,2016,3913,86,0.613340148,-8.139534884,FALSE
A90-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,281,175,168,1,3.156097561,39.78776978,2016,192,6,-8.854166667,-83.33333333,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,19461,15970,12083,3362,3.627989171,33.30890455,2016,17456,3352,-8.512832264,0.298329356,FALSE
B15-B19,Viral hepatitis,4491,3033,1587,699,4.834565619,44.14428341,2016,2394,532,26.69172932,31.39097744,FALSE
B20-B24,Human immunodeficiency virus [HIV] disease,4407,2756,1221,411,15.0354536,0,2016,2545,450,8.290766208,-8.666666667,FALSE
B25-B34,Other viral diseases,123256,113314,111412,695,0.907237232,10.92871783,2016,118995,840,-4.774150174,-17.26190476,FALSE
B35-B49,Mycoses,9949,7673,3161,3634,6.847826087,55.39110961,2016,8470,3847,-9.409681228,-5.536781908,FALSE
B50-B64,Protozoal diseases,3573,2173,1858,147,6.205496829,44.76256357,2016,2209,213,-1.629696695,-30.98591549,FALSE
B65-B83,Helminthiases,835,754,260,427,3.420454545,32.3237343,2016,887,466,-14.99436302,-8.369098712,FALSE
B85-B99,Other infectious and parasitic diseases,2122,1423,1221,45,5.527653214,62.90156042,2016,3536,78,-59.75678733,-42.30769231,FALSE
C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,27066,24327,2509,12164,6.80791801,60.41384433,2016,25557,12789,-4.812771452,-4.887012276,FALSE
C15-C26,Malignant neoplasm of digestive organs,305109,258332,29413,97517,9.357378406,67.06396652,2016,268681,101300,-3.85177962,-3.734452122,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,122055,99897,16160,33257,8.769490638,68.14008566,2016,115023,37403,-13.1504134,-11.08467235,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,8021,7501,593,2278,6.795944233,30.0295975,2016,7261,1781,3.305329844,27.90567097,FALSE
C43-C44,Malignant neoplasms of skin,152353,151261,1163,143278,3.507166948,72.71229493,2016,154472,144205,-2.078693873,-0.642834853,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,24294,21549,2715,7125,6.974520776,59.21764466,2016,23035,7390,-6.451052746,-3.585926928,FALSE
‡ C51-C58,Malignant neoplasms of female genital organs,75471,70457,5494,28919,5.417953047,63.07927734,2016,69426,28271,1.485034425,2.292101447,FALSE
‡ C60-C63,Malignant neoplasms of male genital organs,82436,77225,5161,39169,4.4063757,67.91483879,2016,88825,48164,-13.05938643,-18.67577444,FALSE
C64-C68,Malignant neoplasms of urinary tract,98296,89792,5476,50485,4.325845036,69.72265847,2016,90988,49193,-1.31445905,2.626389934,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",26496,20698,4914,5798,9.542642845,38.58247013,2016,21270,6187,-2.689233662,-6.287376758,FALSE
"C73-C80, C97",Malignant neoplsm. of thyroid and oth. endo. Glands etc,205299,173929,29528,53653,7.260973989,63.89450158,2016,191919,59118,-9.373746216,-9.244223418,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",414561,393919,20587,82400,9.733728666,61.29633913,2016,387191,80770,1.737643695,2.018076018,FALSE
D00-D48,In situ & benign neoplasms and others of uncertainty,424106,408342,14215,281714,3.638268963,59.57160875,2016,430698,299287,-5.190644024,-5.871621554,FALSE
D50-D64,Anaemias,304348,269417,56360,125379,3.392576967,59.58440064,2016,299823,136373,-10.14131671,-8.061713096,FALSE
D65-D89,Diseases of the blood and blood-forming organs,94615,88140,15929,18635,3.965233852,50.99621534,2016,94222,20255,-6.454968054,-7.998025179,FALSE
